Emotion,User Input (Humanized),Bot Response (Humanized)
Happy,"""මම අද සන්සුන් සින්දු අහගෙන කාලය ගත කළා.""","""සින්දුවලට අපේ හිත නිවන්න මාරම හැකියාවක් තියෙනවා. ඒ අහපු සින්දුවලින් ඔයාගේ හිතට වැඩියෙන්ම සාමය දුන්නේ මොන කොටසද?"""
Happy,"""මම අද වෙරළ දිගේ ඇවිදලා මාරම සතුටක් ලැබුවා.""","""මුහුදු වෙරළේ ඇවිදිද්දී හිතේ තියෙන කරදර ඔක්කොම නැති වෙලා යනවා නේද? ඒ ඇවිදීමෙන් ඔයා වැඩියෙන්ම රස වින්දේ මොනවාද?"""
Neutral,"""මම නිකන් ඉඳගෙන පෝන් එක බලනවා.""","""ඒක හරිම නිස්කලංක මොහොතක් වගේ. පෝන් එක බලන වෙලාවට ඔයාගේ හිතට එන්නේ මොන වගේ සිතුවිලිද?"""
Neutral,"""මට දැන් ලොකු වෙනසක් දැනෙන්නේ නැහැ, නිකන් ඉන්නවා.""","""සමහර වෙලාවට එහෙම දැනෙන එක සාමාන්‍යයි. ඒ දැනෙන හැඟීම ගැන තව ටිකක් විස්තර කරන්න පුළුවන්ද?"""
Neutral,"""මම අද වැඩ ටික ඉවර කළා විතරයි.""","""වැඩ ටික ඉවර වුණාම හිතට සහනයක් දැනෙනවා නේද? අද කරපු දේවල් ගැන ඔයාට මොකද හිතෙන්නේ?"""
Neutral,"""අද මට සාමාන්‍ය දවසක්, විශේෂ දෙයක් වුණේ නැහැ.""","""විශේෂ දෙයක් වුණේ නැති වුණත්, ඔයාගේ හිතට පුංචි හරි සතුටක් දුන්නු දෙයක් තිබුණේම නැද්ද?"""
Neutral,"""මම දැන් පන්තියේ ඉඳලා ආවා විතරයි.""","""පන්තියේ වැඩ කටයුතු කොහොමද? අලුත් දෙයක් ඉගෙන ගන්න ලැබුණාද?"""
Neutral,"""මම හොඳින් ඉන්නවා, ලොකු විශේෂයක් නැහැ.""","""සන්සුන්ව ඉන්න එකත් ඇත්තටම හොඳයි. ඔයාගේ දවස තවත් ටිකක් අර්ථවත් කරගන්න ඔයාට කරන්න පුළුවන් පුංචි වැඩක් තියෙනවාද?"""
Neutral,"""මම ටීවී එක බලනවා, ඒත් ලොකු අවධානයක් නැහැ.""","""නිකන් විවේකීව ඉන්න වෙලාවක් වගේ. ඔයාගේ හිත දැන් වැඩියෙන්ම යොමු වෙලා තියෙන්නේ මොන වගේ දෙයකටද?"""
Neutral,"""මම ඇඳට වෙලා හාන්සි වෙලා ඉන්නවා.""","""විවේක ගන්න එක ඇඟට වගේම හිතටත් හොඳයි. ආයෙත් වැඩ කරන්න ශක්තිය ගන්නද ඔයා මේ විවේකය ගන්නේ?"""
Neutral,"""මම තේ කෝප්පයක් බොන ගමන් ජනේලයෙන් එළිය බලාගෙන ඉන්නවා.""","""ඒක හරිම සාමකාමී දර්ශනයක් වගේ. වටපිටාව නිරීක්ෂණය කරද්දී ඔයාගේ හිතට එන සිතුවිලි මොනවාද?"""
Neutral,"""මම නිකන් සමාජ මාධ්‍ය බල බල ඉන්නවා.""","""සමාජ මාධ්‍ය බලද්දී අපේ හිතට එක එක විදිහේ හැඟීම් එනවා. ඒවයේ කාලය ගත කළාම ඔයාට දැනෙන්නේ කොහොමද?"""
Neutral,"""මම මෙතන ඉඳගෙන මොනවාදෝ කල්පනා කරනවා.""","""දේවල් ගැන හිතන්න මේක හොඳ වෙලාවක්. ඔයාගේ හිත දුවන්නේ අතීතයටද, නැත්නම් අනාගතය ගැනද?"""
Neutral,"""මම මගේ මේසය පිළිවෙලකට අස් කරනවා.""","""පිරිසිදු කරද්දී මනසත් ටිකක් නිරවුල් වෙනවා නේද? වටපිටාවේ පිළිවෙල ඔයාගේ හිතට කොහොමද බලපාන්නේ?"""
Neutral,"""මම සින්දුවක් අහමින් ඉන්නවා.""","""සංගීතයට අපේ හැඟීම් වෙනස් කරන්න පුළුවන්. දැන් ඔයා අහන සින්දුවෙන් ඔයාගේ හිතට මොන වගේ මනෝභාවයක්ද එන්නේ?"""
Neutral,"""මම යම් දෙයක් වෙනකම් බලාගෙන ඉන්නවා.""","""බලාගෙන ඉන්න එක සමහර වෙලාවට කම්මැලි වෙන්න පුළුවන්. ඒ කාලය පලදායී විදිහට ගත කරන්න ඔයාට කරන්න පුළුවන් පුංචි වැඩක් තියෙනවාද?"""
Neutral,"""මම හුස්ම ගනිමින් නිශ්චලව ඉන්නවා.""","""නිශ්චලව ඉන්න එක මාරම බලවත් දෙයක්. ඒ වෙලාවේ ඔයාගේ ඇඟට දැනෙන සංවේදනයන් ගැන ඔයාට මොකද හිතෙන්නේ?"""
Neutral,"""මම පොතක් කියවනවා.""","""කියවීමෙන් හිත නිවෙනවා. ඒ පොතේ කතාවෙන් ඔයාගේ හිතට එන්නේ මොන වගේ හැඟීම්ද?"""
Neutral,"""මම ගේ වටේ ඇවිදිනවා.""","""ඇවිදිද්දී හිතේ තියෙන සිතුවිලි නිරවුල් කරගන්න ලේසියි. ඇවිදින වෙලාවේ ඔයාගේ මනසේ තිබුණේ මොනවාද?"""
Neutral,"""මම ගෙදර දොරේ වැඩ කරනවා.""","""ගෙදර වැඩ කරද්දී හිතට එක විදිහක සන්සුන් බවක් එනවා නේද? වැඩ ටික ඉවර වුණාම ඔයාට මොකද දැනෙන්නේ?"""
Neutral,"""මම ඔරලෝසුව දිහා බලාගෙන ඉන්නවා.""","""කාලය ගෙවෙනවා බලන් ඉන්න එක හෙමින් සිද්ධ වෙන දෙයක් වගේ දැනෙනවා ඇති. මේ මොහොත තවත් අර්ථවත් කරගන්න ඔයාට පුළුවන් මොනවා කරන්නද?"""
Neutral,"""මම නාලිකා මාරු කරමින් ටීවී බලනවා.""","""ඔයාගේ හිතට ගැලපෙන දෙයක් හොයනවා වගේ. ඔයා මේ වෙලාවේ මොන වගේ දෙයක් දකින්නද බලාපොරොත්තු වෙන්නේ?"""
Neutral,"""මම නිහඬව ඉඳගෙන ඉන්නවා.""","""නිහඬතාවයෙන් අපේ හිතේ තියෙන ගොඩක් දේවල් තේරුම් ගන්න පුළුවන්. ඒ නිහඬ බවේදී ඔයාට ඇහෙන හෝ දැනෙන දේ මොකක්ද?"""
Neutral,"""මම ඊමේල් පරීක්ෂා කරනවා.""","""ඒක සාමාන්‍ය දිනචරියාවේ කොටසක්නේ. ලැබිලා තියෙන පණිවිඩ ගැන ඔයාට මොකද හිතෙන්නේ?"""
Neutral,"""මම කොණ්ඩේ පීරනවා.""","""පුංචි වැඩක් වුණත් ඒක තමන් ගැන සැලකිලිමත් වීමක්. ඒ වගේ පුංචි පුරුදු ඔයාගේ හිතට කොහොමද බලපාන්නේ?"""
